Sample alias," ""First Fastq File"""," ""First Checksum"""," ""First Unencrypted checksum"""," ""Second Fastq File"""," ""Second Checksum"""," ""Second Unencrypted checksum"""
run5_S1807,run5_1807_S1807_L001_R1_001.fastq.gz,,,run5_1807_S1807_L001_R2_001.fastq.gz,,
run8_S2931,run8_2931_S2931_L001_R1_001.fastq.gz,,,run8_2931_S2931_L001_R2_001.fastq.gz,,
run8_S13,run8_13_S13_L001_R1_001.fastq.gz,,,run8_13_S13_L001_R2_001.fastq.gz,,
run3_S25,run3_25_S25_L001_R1_001.fastq.gz,,,run3_25_S25_L001_R2_001.fastq.gz,,
run7_S2987,run7_2987_S2987_L001_R1_001.fastq.gz,,,run7_2987_S2987_L001_R2_001.fastq.gz,,
run4_S72,run4_72_S72_L001_R1_001.fastq.gz,,,run4_72_S72_L001_R2_001.fastq.gz,,
run8_S4,run8_4_S4_L001_R1_001.fastq.gz,,,run8_4_S4_L001_R2_001.fastq.gz,,
run9_S33,run9_33_S33_L001_R1_001.fastq.gz,,,run9_33_S33_L001_R2_001.fastq.gz,,
run1_S51,run1_51_S51_L001_R1_001.fastq.gz,,,run1_51_S51_L001_R2_001.fastq.gz,,
run1_S44,run1_44_S44_L001_R1_001.fastq.gz,,,run1_44_S44_L001_R2_001.fastq.gz,,
run9_S11,run9_11_S11_L001_R1_001.fastq.gz,,,run9_11_S11_L001_R2_001.fastq.gz,,
run1_S2388,run1_2388_S2388_L001_R1_001.fastq.gz,,,run1_2388_S2388_L001_R2_001.fastq.gz,,
run3_S1,run3_1_S1_L001_R1_001.fastq.gz,,,run3_1_S1_L001_R2_001.fastq.gz,,
run5_S4,run5_4_S4_L001_R1_001.fastq.gz,,,run5_4_S4_L001_R2_001.fastq.gz,,
run2_S2476,run2_2476_S2476_L001_R1_001.fastq.gz,,,run2_2476_S2476_L001_R2_001.fastq.gz,,
run3_S1807,run3_1807_S1807_L001_R1_001.fastq.gz,,,run3_1807_S1807_L001_R2_001.fastq.gz,,
run7_S2803,run7_2803_S2803_L001_R1_001.fastq.gz,,,run7_2803_S2803_L001_R2_001.fastq.gz,,
run6_S72,run6_72_S72_L001_R1_001.fastq.gz,,,run6_72_S72_L001_R2_001.fastq.gz,,
run6_S61,run6_61_S61_L001_R1_001.fastq.gz,,,run6_61_S61_L001_R2_001.fastq.gz,,
run5_S3,run5_3_S3_L001_R1_001.fastq.gz,,,run5_3_S3_L001_R2_001.fastq.gz,,
run8_S2670,run8_2670_S2670_L001_R1_001.fastq.gz,,,run8_2670_S2670_L001_R2_001.fastq.gz,,
run3_S54,run3_54_S54_L001_R1_001.fastq.gz,,,run3_54_S54_L001_R2_001.fastq.gz,,
run9_S55,run9_55_S55_L001_R1_001.fastq.gz,,,run9_55_S55_L001_R2_001.fastq.gz,,
run7_S5,run7_5_S5_L001_R1_001.fastq.gz,,,run7_5_S5_L001_R2_001.fastq.gz,,
run6_S2388,run6_2388_S2388_L001_R1_001.fastq.gz,,,run6_2388_S2388_L001_R2_001.fastq.gz,,
run6_S2476,run6_2476_S2476_L001_R1_001.fastq.gz,,,run6_2476_S2476_L001_R2_001.fastq.gz,,
run4_S67,run4_67_S67_L001_R1_001.fastq.gz,,,run4_67_S67_L001_R2_001.fastq.gz,,
run5_S19,run5_19_S19_L001_R1_001.fastq.gz,,,run5_19_S19_L001_R2_001.fastq.gz,,
run8_S58,run8_58_S58_L001_R1_001.fastq.gz,,,run8_58_S58_L001_R2_001.fastq.gz,,
run4_S35,run4_35_S35_L001_R1_001.fastq.gz,,,run4_35_S35_L001_R2_001.fastq.gz,,
run4_S46,run4_46_S46_L001_R1_001.fastq.gz,,,run4_46_S46_L001_R2_001.fastq.gz,,
run4_S42,run4_42_S42_L001_R1_001.fastq.gz,,,run4_42_S42_L001_R2_001.fastq.gz,,
run3_S41,run3_41_S41_L001_R1_001.fastq.gz,,,run3_41_S41_L001_R2_001.fastq.gz,,
run2_S3726,run2_3726_S3726_L001_R1_001.fastq.gz,,,run2_3726_S3726_L001_R2_001.fastq.gz,,
run7_S44,run7_44_S44_L001_R1_001.fastq.gz,,,run7_44_S44_L001_R2_001.fastq.gz,,
run7_S66,run7_66_S66_L001_R1_001.fastq.gz,,,run7_66_S66_L001_R2_001.fastq.gz,,
run3_S55,run3_55_S55_L001_R1_001.fastq.gz,,,run3_55_S55_L001_R2_001.fastq.gz,,
run6_S1228,run6_1228_S1228_L001_R1_001.fastq.gz,,,run6_1228_S1228_L001_R2_001.fastq.gz,,
run8_S74,run8_74_S74_L001_R1_001.fastq.gz,,,run8_74_S74_L001_R2_001.fastq.gz,,
run1_S2987,run1_2987_S2987_L001_R1_001.fastq.gz,,,run1_2987_S2987_L001_R2_001.fastq.gz,,
run8_S29,run8_29_S29_L001_R1_001.fastq.gz,,,run8_29_S29_L001_R2_001.fastq.gz,,
run1_S56,run1_56_S56_L001_R1_001.fastq.gz,,,run1_56_S56_L001_R2_001.fastq.gz,,
run8_S1989,run8_1989_S1989_L001_R1_001.fastq.gz,,,run8_1989_S1989_L001_R2_001.fastq.gz,,
run1_S53,run1_53_S53_L001_R1_001.fastq.gz,,,run1_53_S53_L001_R2_001.fastq.gz,,
run6_S82,run6_82_S82_L001_R1_001.fastq.gz,,,run6_82_S82_L001_R2_001.fastq.gz,,
run3_S53,run3_53_S53_L001_R1_001.fastq.gz,,,run3_53_S53_L001_R2_001.fastq.gz,,
run8_S39,run8_39_S39_L001_R1_001.fastq.gz,,,run8_39_S39_L001_R2_001.fastq.gz,,
run8_S47,run8_47_S47_L001_R1_001.fastq.gz,,,run8_47_S47_L001_R2_001.fastq.gz,,
run6_S47,run6_47_S47_L001_R1_001.fastq.gz,,,run6_47_S47_L001_R2_001.fastq.gz,,
run9_S23,run9_23_S23_L001_R1_001.fastq.gz,,,run9_23_S23_L001_R2_001.fastq.gz,,
run1_S3,run1_3_S3_L001_R1_001.fastq.gz,,,run1_3_S3_L001_R2_001.fastq.gz,,
run5_S35,run5_35_S35_L001_R1_001.fastq.gz,,,run5_35_S35_L001_R2_001.fastq.gz,,
run6_S1482,run6_1482_S1482_L001_R1_001.fastq.gz,,,run6_1482_S1482_L001_R2_001.fastq.gz,,
run7_S15,run7_15_S15_L001_R1_001.fastq.gz,,,run7_15_S15_L001_R2_001.fastq.gz,,
run5_S1263,run5_1263_S1263_L001_R1_001.fastq.gz,,,run5_1263_S1263_L001_R2_001.fastq.gz,,
run3_S9,run3_9_S9_L001_R1_001.fastq.gz,,,run3_9_S9_L001_R2_001.fastq.gz,,
run3_S5,run3_5_S5_L001_R1_001.fastq.gz,,,run3_5_S5_L001_R2_001.fastq.gz,,
run3_S3,run3_3_S3_L001_R1_001.fastq.gz,,,run3_3_S3_L001_R2_001.fastq.gz,,
run8_S82,run8_82_S82_L001_R1_001.fastq.gz,,,run8_82_S82_L001_R2_001.fastq.gz,,
run5_S43,run5_43_S43_L001_R1_001.fastq.gz,,,run5_43_S43_L001_R2_001.fastq.gz,,
run4_S64,run4_64_S64_L001_R1_001.fastq.gz,,,run4_64_S64_L001_R2_001.fastq.gz,,
run2_S19,run2_19_S19_L001_R1_001.fastq.gz,,,run2_19_S19_L001_R2_001.fastq.gz,,
run4_S2388,run4_2388_S2388_L001_R1_001.fastq.gz,,,run4_2388_S2388_L001_R2_001.fastq.gz,,
run7_S20,run7_20_S20_L001_R1_001.fastq.gz,,,run7_20_S20_L001_R2_001.fastq.gz,,
run3_S11,run3_11_S11_L001_R1_001.fastq.gz,,,run3_11_S11_L001_R2_001.fastq.gz,,
run6_S36,run6_36_S36_L001_R1_001.fastq.gz,,,run6_36_S36_L001_R2_001.fastq.gz,,
run2_S66,run2_66_S66_L001_R1_001.fastq.gz,,,run2_66_S66_L001_R2_001.fastq.gz,,
run3_S40,run3_40_S40_L001_R1_001.fastq.gz,,,run3_40_S40_L001_R2_001.fastq.gz,,
run9_S3,run9_3_S3_L001_R1_001.fastq.gz,,,run9_3_S3_L001_R2_001.fastq.gz,,
run1_S49,run1_49_S49_L001_R1_001.fastq.gz,,,run1_49_S49_L001_R2_001.fastq.gz,,
run3_S2990,run3_2990_S2990_L001_R1_001.fastq.gz,,,run3_2990_S2990_L001_R2_001.fastq.gz,,
run1_S15,run1_15_S15_L001_R1_001.fastq.gz,,,run1_15_S15_L001_R2_001.fastq.gz,,
run8_S44,run8_44_S44_L001_R1_001.fastq.gz,,,run8_44_S44_L001_R2_001.fastq.gz,,
run2_S52,run2_52_S52_L001_R1_001.fastq.gz,,,run2_52_S52_L001_R2_001.fastq.gz,,
run1_S25,run1_25_S25_L001_R1_001.fastq.gz,,,run1_25_S25_L001_R2_001.fastq.gz,,
run1_S2006,run1_2006_S2006_L001_R1_001.fastq.gz,,,run1_2006_S2006_L001_R2_001.fastq.gz,,
run9_S17,run9_17_S17_L001_R1_001.fastq.gz,,,run9_17_S17_L001_R2_001.fastq.gz,,
run1_S3737,run1_3737_S3737_L001_R1_001.fastq.gz,,,run1_3737_S3737_L001_R2_001.fastq.gz,,
run5_S58,run5_58_S58_L001_R1_001.fastq.gz,,,run5_58_S58_L001_R2_001.fastq.gz,,
run7_S10,run7_10_S10_L001_R1_001.fastq.gz,,,run7_10_S10_L001_R2_001.fastq.gz,,
run2_S34,run2_34_S34_L001_R1_001.fastq.gz,,,run2_34_S34_L001_R2_001.fastq.gz,,
run7_S83,run7_83_S83_L001_R1_001.fastq.gz,,,run7_83_S83_L001_R2_001.fastq.gz,,
run7_S80,run7_80_S80_L001_R1_001.fastq.gz,,,run7_80_S80_L001_R2_001.fastq.gz,,
run8_S69,run8_69_S69_L001_R1_001.fastq.gz,,,run8_69_S69_L001_R2_001.fastq.gz,,
run6_S2006,run6_2006_S2006_L001_R1_001.fastq.gz,,,run6_2006_S2006_L001_R2_001.fastq.gz,,
run9_S86,run9_86_S86_L001_R1_001.fastq.gz,,,run9_86_S86_L001_R2_001.fastq.gz,,
run1_S2990,run1_2990_S2990_L001_R1_001.fastq.gz,,,run1_2990_S2990_L001_R2_001.fastq.gz,,
run7_S17,run7_17_S17_L001_R1_001.fastq.gz,,,run7_17_S17_L001_R2_001.fastq.gz,,
run8_S1,run8_1_S1_L001_R1_001.fastq.gz,,,run8_1_S1_L001_R2_001.fastq.gz,,
run8_S5,run8_5_S5_L001_R1_001.fastq.gz,,,run8_5_S5_L001_R2_001.fastq.gz,,
run8_S55,run8_55_S55_L001_R1_001.fastq.gz,,,run8_55_S55_L001_R2_001.fastq.gz,,
run9_S1228,run9_1228_S1228_L001_R1_001.fastq.gz,,,run9_1228_S1228_L001_R2_001.fastq.gz,,
run9_S1263,run9_1263_S1263_L001_R1_001.fastq.gz,,,run9_1263_S1263_L001_R2_001.fastq.gz,,
run9_S1481,run9_1481_S1481_L001_R1_001.fastq.gz,,,run9_1481_S1481_L001_R2_001.fastq.gz,,
run9_S1482,run9_1482_S1482_L001_R1_001.fastq.gz,,,run9_1482_S1482_L001_R2_001.fastq.gz,,
run9_S1484,run9_1484_S1484_L001_R1_001.fastq.gz,,,run9_1484_S1484_L001_R2_001.fastq.gz,,
run9_S1632,run9_1632_S1632_L001_R1_001.fastq.gz,,,run9_1632_S1632_L001_R2_001.fastq.gz,,
run9_S1807,run9_1807_S1807_L001_R1_001.fastq.gz,,,run9_1807_S1807_L001_R2_001.fastq.gz,,
run9_S1989,run9_1989_S1989_L001_R1_001.fastq.gz,,,run9_1989_S1989_L001_R2_001.fastq.gz,,
run9_S2006,run9_2006_S2006_L001_R1_001.fastq.gz,,,run9_2006_S2006_L001_R2_001.fastq.gz,,
run9_S2201,run9_2201_S2201_L001_R1_001.fastq.gz,,,run9_2201_S2201_L001_R2_001.fastq.gz,,
run2_S614,run2_614_S614_L001_R1_001.fastq.gz,,,run2_614_S614_L001_R2_001.fastq.gz,,
run3_S67,run3_67_S67_L001_R1_001.fastq.gz,,,run3_67_S67_L001_R2_001.fastq.gz,,
run4_S1,run4_1_S1_L001_R1_001.fastq.gz,,,run4_1_S1_L001_R2_001.fastq.gz,,
run5_S53,run5_53_S53_L001_R1_001.fastq.gz,,,run5_53_S53_L001_R2_001.fastq.gz,,
run6_S15,run6_15_S15_L001_R1_001.fastq.gz,,,run6_15_S15_L001_R2_001.fastq.gz,,
run9_S53,run9_53_S53_L001_R1_001.fastq.gz,,,run9_53_S53_L001_R2_001.fastq.gz,,
run7_S2990,run7_2990_S2990_L001_R1_001.fastq.gz,,,run7_2990_S2990_L001_R2_001.fastq.gz,,
run8_S92,run8_92_S92_L001_R1_001.fastq.gz,,,run8_92_S92_L001_R2_001.fastq.gz,,
run9_S91,run9_91_S91_L001_R1_001.fastq.gz,,,run9_91_S91_L001_R2_001.fastq.gz,,
